Prep,Frame,H,M,Phase,Combo,Bout,Time,Class,Type,Moves,AComp,DComp
,,,,,,,,,,,,
115,459,7,2,S,H7M2,5,3.901215333,II,DL,NaN,P,D
,,,,,,,,,,,,
115,467,7,3,S,H7M3,5,3.969278,II,DL,NaN,P,D
,,,,,,,,,,,,
115,478,5,8,S,H5M8,5,4.062864167,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,478,6,23,S,H6M23,5,4.062864167,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,480,6,21,S,H6M21,5,4.079879833,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,480,6,24,S,H6M24,5,4.079879833,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,482,6,22,S,H6M22,5,4.0968955,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,482,5,21,S,H5M21,5,4.0968955,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,482,5,22,S,H5M22,5,4.0968955,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,482,5,23,S,H5M23,5,4.0968955,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,482,4,8,S,H4M8,5,4.0968955,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,483,5,25,S,H5M25,5,4.105403333,I,TR,NaN,P,V
,,,,,,,,,,,,
115,484,5,28,S,H5M28,5,4.113911167,I,VO,NaN,P,V
,,,,,,,,,,,,
115,485,5,2,S,H5M2,5,4.122419,II,DL,NaN,P,D
,,,,,,,,,,,,
115,486,4,21,S,H4M21,5,4.130926833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,486,4,22,S,H4M22,5,4.130926833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,486,4,23,S,H4M23,5,4.130926833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,486,3,8,S,H3M8,5,4.130926833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,486,2,8,S,H2M8,5,4.130926833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,486,1,8,S,H1M8,5,4.130926833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,487,6,3,S,H6M3,5,4.139434667,II,DL,NaN,P,D
,,,,,,,,,,,,
115,487,5,24,S,H5M24,5,4.139434667,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,487,4,25,S,H4M25,5,4.139434667,I,TR,NaN,A,V
,,,,,,,,,,,,
115,487,4,2,S,H4M2,5,4.139434667,II,DL,NaN,A,D
,,,,,,,,,,,,
115,488,4,28,S,H4M28,5,4.1479425,I,VO,NaN,A,V
,,,,,,,,,,,,
115,488,3,25,S,H3M25,5,4.1479425,I,TR,NaN,A,V
,,,,,,,,,,,,
115,489,3,21,S,H3M21,5,4.156450333,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,489,3,22,S,H3M22,5,4.156450333,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,489,3,23,S,H3M23,5,4.156450333,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,489,4,26,S,H4M26,5,4.156450333,I,VA,NaN,A,V
,,,,,,,,,,,,
115,490,5,26,S,H5M26,5,4.164958167,I,VA,NaN,P,V
,,,,,,,,,,,,
115,495,3,2,S,H3M2,5,4.207497333,II,DL,NaN,A,D
,,,,,,,,,,,,
115,498,2,21,S,H2M21,5,4.233020833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,498,2,22,S,H2M22,5,4.233020833,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,498,2,25,S,H2M25,5,4.233020833,I,TR,NaN,A,V
,,,,,,,,,,,,
115,511,1,28,S,H1M28,5,4.343622667,I,VO,NaN,A,V
,,,,,,,,,,,,
115,516,2,13,S,H2M13,5,4.386161833,III,VL,NaN,A,V
,,,,,,,,,,,,
115,524,1,21,S,H1M21,5,4.4542245,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,527,1,4,S,H1M4,5,4.479748,II,DL,NaN,A,D
,,,,,,,,,,,,
115,533,7,1,S,H7M1,5,4.530795,II,DL,NaN,P,D
,,,,,,,,,,,,
115,533,7,2,S,H7M2,5,4.530795,II,DL,NaN,P,D
,,,,,,,,,,,,
115,533,7,3,S,H7M3,5,4.530795,II,DL,NaN,P,D
,,,,,,,,,,,,
115,535,7,10,S,H7M10,5,4.547810667,II,DL,NaN,P,D
,,,,,,,,,,,,
115,535,6,13,S,H6M13,5,4.547810667,III,VL,NaN,P,V
,,,,,,,,,,,,
115,535,7,13,S,H7M13,5,4.547810667,III,VL,NaN,P,V
,,,,,,,,,,,,
115,536,6,1,S,H6M1,5,4.5563185,II,DL,NaN,P,D
,,,,,,,,,,,,
115,539,6,8,S,H6M8,5,4.581842,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,541,7,28,S,H7M28,5,4.598857667,I,VO,NaN,P,V
,,,,,,,,,,,,
115,542,6,25,S,H6M25,5,4.6073655,I,TR,NaN,P,V
,,,,,,,,,,,,
115,588,7,1,S,H7M1,6,4.998725833,II,DL,NaN,P,D
,,,,,,,,,,,,
115,589,7,2,S,H7M2,6,5.007233667,II,DL,NaN,P,D
,,,,,,,,,,,,
115,590,7,3,S,H7M3,6,5.0157415,II,DL,NaN,P,D
,,,,,,,,,,,,
115,591,7,13,S,H7M13,6,5.024249333,III,VL,NaN,P,V
,,,,,,,,,,,,
115,591,7,10,S,H7M10,6,5.024249333,II,DL,NaN,P,D
,,,,,,,,,,,,
115,592,6,13,S,H6M13,6,5.032757167,III,VL,NaN,P,V
,,,,,,,,,,,,
115,592,6,1,S,H6M1,6,5.032757167,II,DL,NaN,P,D
,,,,,,,,,,,,
115,593,6,3,S,H6M3,6,5.041265,II,DL,NaN,P,D
,,,,,,,,,,,,
115,595,6,8,S,H6M8,6,5.058280667,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,595,2,3,S,H2M3,6,5.058280667,II,DL,NaN,A,D
,,,,,,,,,,,,
115,595,2,1,S,H2M1,6,5.058280667,II,DL,NaN,A,D
,,,,,,,,,,,,
115,596,1,8,S,H1M8,6,5.0667885,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,599,5,13,S,H5M13,6,5.092312,III,VL,NaN,P,V
,,,,,,,,,,,,
115,600,6,26,S,H6M26,6,5.100819833,I,VA,NaN,P,V
,,,,,,,,,,,,
115,600,7,26,S,H7M26,6,5.100819833,I,VA,NaN,P,V
,,,,,,,,,,,,
115,602,5,8,S,H5M8,6,5.1178355,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,605,6,23,S,H6M23,6,5.143359,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,606,6,21,S,H6M21,6,5.151866833,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,607,6,22,S,H6M22,6,5.160374667,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,607,5,26,S,H5M26,6,5.160374667,I,VA,NaN,P,V
,,,,,,,,,,,,
115,608,6,2,S,H6M2,6,5.1688825,II,DL,NaN,P,D
,,,,,,,,,,,,
115,608,6,25,S,H6M25,6,5.1688825,I,TR,NaN,P,V
,,,,,,,,,,,,
115,609,5,2,S,H5M2,6,5.177390333,II,DL,NaN,P,D
,,,,,,,,,,,,
115,609,5,21,S,H5M21,6,5.177390333,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,609,5,22,S,H5M22,6,5.177390333,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,609,5,23,S,H5M23,6,5.177390333,III,TR,NaN,P,TR
,,,,,,,,,,,,
115,609,4,8,S,H4M8,6,5.177390333,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,609,5,28,S,H5M28,6,5.177390333,I,VO,NaN,P,V
,,,,,,,,,,,,
115,610,3,8,S,H3M8,6,5.185898167,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,610,4,26,S,H4M26,6,5.185898167,I,VA,NaN,A,V
,,,,,,,,,,,,
115,611,4,21,S,H4M21,6,5.194406,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,611,4,22,S,H4M22,6,5.194406,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,611,4,23,S,H4M23,6,5.194406,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,611,5,3,S,H5M3,6,5.194406,II,DL,NaN,P,D
,,,,,,,,,,,,
115,611,4,25,S,H4M25,6,5.194406,I,TR,NaN,A,V
,,,,,,,,,,,,
115,612,4,2,S,H4M2,6,5.202913833,II,DL,NaN,A,D
,,,,,,,,,,,,
115,613,3,21,S,H3M21,6,5.211421667,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,613,3,22,S,H3M22,6,5.211421667,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,613,3,23,S,H3M23,6,5.211421667,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,614,2,8,S,H2M8,6,5.2199295,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,614,3,26,S,H3M26,6,5.2199295,I,VA,NaN,A,V
,,,,,,,,,,,,
115,614,3,25,S,H3M25,6,5.2199295,I,TR,NaN,A,V
,,,,,,,,,,,,
115,614,4,28,S,H4M28,6,5.2199295,I,VO,NaN,A,V
,,,,,,,,,,,,
115,615,2,25,S,H2M25,6,5.228437333,I,TR,NaN,A,V
,,,,,,,,,,,,
115,616,3,28,S,H3M28,6,5.236945167,I,VO,NaN,A,V
,,,,,,,,,,,,
115,616,2,21,S,H2M21,6,5.236945167,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,616,2,22,S,H2M22,6,5.236945167,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,616,2,23,S,H2M23,6,5.236945167,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,616,3,2,S,H3M2,6,5.236945167,II,DL,NaN,A,D
,,,,,,,,,,,,
115,617,3,5,S,H3M5,6,5.245453,I,DO,NaN,A,D
,,,,,,,,,,,,
115,617,3,24,S,H3M24,6,5.245453,III,TR,NaN,A,TR
,,,,,,,,,,,,
115,618,2,26,S,H2M26,6,5.253960833,I,VA,NaN,A,V
,,,,,,,,,,,,
115,638,2,13,S,H2M13,6,5.4241175,III,VL,NaN,A,V
,,,,,,,,,,,,
115,638,5,1,S,H5M1,6,5.4241175,II,DL,NaN,P,D
,,,,,,,,,,,,
115,649,7,1,P1,H7M1,6,5.517703667,II,DL,Lift,P,D
,,,,,,,,,,,,
115,652,7,3,P1,H7M3,6,5.543227167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,653,7,13,P1,H7M13,6,5.551735,III,VL,Lift,P,V
,,,,,,,,,,,,
115,653,6,13,P1,H6M13,6,5.551735,III,VL,Lift,P,V
,,,,,,,,,,,,
115,658,6,8,P1,H6M8,6,5.594274167,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,662,4,13,P1,H4M13,6,5.6283055,III,VL,Lift,A,V
,,,,,,,,,,,,
115,664,5,8,P1,H5M8,6,5.645321167,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,669,6,3,P1,H6M3,6,5.687860333,II,DL,Lift,P,D
,,,,,,,,,,,,
115,696,7,3,P1,H7M3,7,5.917571833,II,DL,Lift,P,D
,,,,,,,,,,,,
115,700,7,13,P1,H7M13,7,5.951603167,III,VL,Lift,P,V
,,,,,,,,,,,,
115,700,7,10,P1,H7M10,7,5.951603167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,705,6,2,P1,H6M2,7,5.994142333,II,DL,Lift,P,D
,,,,,,,,,,,,
115,707,6,13,P1,H6M13,7,6.011158,III,VL,Lift,P,V
,,,,,,,,,,,,
115,709,6,1,P1,H6M1,7,6.028173667,II,DL,Lift,P,D
,,,,,,,,,,,,
115,711,6,26,P1,H6M26,7,6.045189333,I,VA,Lift,P,V
,,,,,,,,,,,,
115,712,6,3,P1,H6M3,7,6.053697167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,717,5,13,P1,H5M13,7,6.096236333,III,VL,Lift,P,V
,,,,,,,,,,,,
115,718,5,8,P1,H5M8,7,6.104744167,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,718,1,8,P1,H1M8,7,6.104744167,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,722,6,23,P1,H6M23,7,6.1387755,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,724,6,21,P1,H6M21,7,6.155791167,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,724,6,22,P1,H6M22,7,6.155791167,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,725,5,25,P1,H5M25,7,6.164299,I,TR,Dgap,P,V
,,,,,,,,,,,,
115,727,5,21,P1,H5M21,7,6.181314667,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,727,5,22,P1,H5M22,7,6.181314667,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,727,5,23,P1,H5M23,7,6.181314667,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,727,5,8,P1,H5M8,7,6.181314667,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,727,5,26,P1,H5M26,7,6.181314667,I,VA,Dgap,P,V
,,,,,,,,,,,,
115,727,6,24,P1,H6M24,7,6.181314667,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,728,5,2,P1,H5M2,7,6.1898225,II,DL,Dgap,P,D
,,,,,,,,,,,,
115,728,4,21,P1,H4M21,7,6.1898225,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,728,4,22,P1,H4M22,7,6.1898225,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,728,4,23,P1,H4M23,7,6.1898225,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,728,3,8,P1,H3M8,7,6.1898225,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,728,2,8,P1,H2M8,7,6.1898225,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,728,5,28,P1,H5M28,7,6.1898225,I,VO,Dgap,P,V
,,,,,,,,,,,,
115,729,3,21,P1,H3M21,7,6.198330333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,730,2,22,P1,H2M22,7,6.206838167,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,730,3,25,P1,H3M25,7,6.206838167,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,730,4,25,P1,H4M25,7,6.206838167,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,730,4,26,P1,H4M26,7,6.206838167,I,VA,Dgap,A,V
,,,,,,,,,,,,
115,731,3,25,P1,H3M25,7,6.215346,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,731,5,24,P1,H5M24,7,6.215346,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,731,4,28,P1,H4M28,7,6.215346,I,VO,Dgap,A,V
,,,,,,,,,,,,
115,731,3,23,P1,H3M23,7,6.215346,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,731,4,2,P1,H4M2,7,6.215346,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,732,2,25,P1,H2M25,7,6.223853833,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,734,3,2,P1,H3M2,7,6.2408695,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,734,3,24,P1,H3M24,7,6.2408695,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,734,2,21,P1,H2M21,7,6.2408695,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,734,2,22,P1,H2M22,7,6.2408695,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,734,2,23,P1,H2M23,7,6.2408695,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,735,3,28,P1,H3M28,7,6.249377333,I,VO,Dgap,A,V
,,,,,,,,,,,,
115,735,4,3,P1,H4M3,7,6.249377333,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,737,2,24,P1,H2M24,7,6.266393,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,737,2,2,P1,H2M2,7,6.266393,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,754,1,1,P1,H1M1,7,6.411026167,II,DL,Lift,A,D
,,,,,,,,,,,,
115,759,2,13,P1,H2M13,7,6.453565333,III,VL,Lift,A,V
,,,,,,,,,,,,
115,761,6,13,P1,H6M13,7,6.470581,III,VL,Lift,P,V
,,,,,,,,,,,,
115,761,7,13,P1,H7M13,7,6.470581,III,VL,Lift,P,V
,,,,,,,,,,,,
115,766,6,8,P1,H6M8,7,6.513120167,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,767,6,25,P1,H6M25,7,6.521628,I,TR,Lift,P,V
,,,,,,,,,,,,
115,769,6,3,P1,H6M3,7,6.538643667,II,DL,Lift,P,D
,,,,,,,,,,,,
115,769,2,2,P1,H2M2,7,6.538643667,II,DL,Lift,A,D
,,,,,,,,,,,,
115,774,2,4,P1,H2M4,7,6.581182833,II,DL,Lift,A,D
,,,,,,,,,,,,
115,786,2,13,P1,H2M13,7,6.683276833,III,VL,Lift,A,V
,,,,,,,,,,,,
115,800,1,8,P1,H1M8,7,6.8023865,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,809,6,13,P1,H6M13,8,6.878957,III,VL,Lift,P,V
,,,,,,,,,,,,
115,813,6,26,P1,H6M26,8,6.912988333,I,VA,Lift,P,V
,,,,,,,,,,,,
115,814,6,3,P1,H6M3,8,6.921496167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,817,6,1,P1,H6M1,8,6.947019667,II,DL,Lift,P,D
,,,,,,,,,,,,
115,821,5,13,P1,H5M13,8,6.981051,III,VL,Lift,P,V
,,,,,,,,,,,,
115,824,5,8,P1,H5M8,8,7.0065745,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,831,5,25,P1,H5M25,8,7.066129333,I,TR,Dgap,P,V
,,,,,,,,,,,,
115,831,4,25,P1,H4M25,8,7.066129333,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,833,5,26,P1,H5M26,8,7.083145,I,VA,Dgap,P,V
,,,,,,,,,,,,
115,834,5,28,P1,H5M28,8,7.091652833,I,VO,Dgap,P,V
,,,,,,,,,,,,
115,836,5,2,P1,H5M2,8,7.1086685,II,DL,Dgap,P,D
,,,,,,,,,,,,
115,837,5,21,P1,H5M21,8,7.117176333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,837,5,22,P1,H5M22,8,7.117176333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,840,5,23,P1,H5M23,8,7.142699833,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,840,4,8,P1,H4M8,8,7.142699833,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,840,3,8,P1,H3M8,8,7.142699833,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,841,4,21,P1,H4M21,8,7.151207667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,841,4,22,P1,H4M22,8,7.151207667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,841,4,23,P1,H4M23,8,7.151207667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,841,2,8,P1,H2M8,8,7.151207667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,842,4,2,P1,H4M2,8,7.1597155,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,842,3,21,P1,H3M21,8,7.1597155,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,843,3,22,P1,H3M22,8,7.168223333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,843,3,23,P1,H3M23,8,7.168223333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,843,1,8,P1,H1M8,8,7.168223333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,844,3,5,P1,H3M5,8,7.176731167,I,DO,Dgap,A,D
,,,,,,,,,,,,
115,846,2,25,P1,H2M25,8,7.193746833,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,846,3,24,P1,H3M24,8,7.193746833,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,850,2,2,P1,H2M2,8,7.227778167,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,865,6,13,P1,H6M13,8,7.355395667,III,VL,Lift,P,V
,,,,,,,,,,,,
115,869,6,26,P1,H6M26,8,7.389427,I,VA,Lift,P,V
,,,,,,,,,,,,
115,869,6,3,P1,H6M3,8,7.389427,II,DL,Lift,P,D
,,,,,,,,,,,,
115,869,3,3,P1,H3M3,8,7.389427,II,DL,Lift,A,D
,,,,,,,,,,,,
115,870,5,8,P1,H5M8,8,7.397934833,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,900,6,13,P1,H6M13,9,7.653169833,III,VL,Lift,P,V
,,,,,,,,,,,,
115,901,6,1,P1,H6M1,9,7.661677667,II,DL,Lift,P,D
,,,,,,,,,,,,
115,903,6,26,P1,H6M26,9,7.678693333,I,VA,Lift,P,V
,,,,,,,,,,,,
115,908,5,13,P1,H5M13,9,7.7212325,III,VL,Lift,P,V
,,,,,,,,,,,,
115,909,5,26,P1,H5M26,9,7.729740333,I,VA,Lift,P,V
,,,,,,,,,,,,
115,919,5,8,P1,H5M8,9,7.814818667,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,925,5,3,P1,H5M3,9,7.865865667,II,DL,Dgap,P,D
,,,,,,,,,,,,
115,926,5,25,P1,H5M25,9,7.8743735,I,TR,Dgap,P,V
,,,,,,,,,,,,
115,928,5,21,P1,H5M21,9,7.891389167,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,928,5,23,P1,H5M23,9,7.891389167,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,929,5,22,P1,H5M22,9,7.899897,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,929,5,28,P1,H5M28,9,7.899897,I,VO,Dgap,P,V
,,,,,,,,,,,,
115,929,5,2,P1,H5M2,9,7.899897,II,DL,Dgap,P,D
,,,,,,,,,,,,
115,929,4,26,P1,H4M26,9,7.899897,I,VA,Dgap,A,V
,,,,,,,,,,,,
115,930,4,8,P1,H4M8,9,7.908404833,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,931,4,21,P1,H4M21,9,7.916912667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,931,4,22,P1,H4M22,9,7.916912667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,931,4,23,P1,H4M23,9,7.916912667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,931,3,8,P1,H3M8,9,7.916912667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,931,3,25,P1,H3M25,9,7.916912667,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,931,5,24,P1,H5M24,9,7.916912667,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,932,4,2,P1,H4M2,9,7.9254205,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,933,3,21,P1,H3M21,9,7.933928333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,933,3,22,P1,H3M22,9,7.933928333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,933,3,23,P1,H3M23,9,7.933928333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,933,4,28,P1,H4M28,9,7.933928333,I,VO,Dgap,A,V
,,,,,,,,,,,,
115,933,3,26,P1,H3M26,9,7.933928333,I,VA,Dgap,A,V
,,,,,,,,,,,,
115,935,3,2,P1,H3M2,9,7.950944,II,DL,Dgap,A,D
,,,,,,,,,,,,
115,935,2,8,P1,H2M8,9,7.950944,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,935,3,24,P1,H3M24,9,7.950944,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,936,2,25,P1,H2M25,9,7.959451833,I,TR,Dgap,A,V
,,,,,,,,,,,,
115,937,3,28,P1,H3M28,9,7.967959667,I,VO,Dgap,A,V
,,,,,,,,,,,,
115,938,2,23,P1,H2M23,9,7.9764675,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,938,2,26,P1,H2M26,9,7.9764675,I,VA,Dgap,A,V
,,,,,,,,,,,,
115,939,2,21,P1,H2M21,9,7.984975333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,939,2,22,P1,H2M22,9,7.984975333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,953,6,13,P1,H6M13,9,8.104085,III,VL,Lift,P,V
,,,,,,,,,,,,
115,958,5,8,P1,H5M8,9,8.146624167,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,958,1,21,P1,H1M21,9,8.146624167,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,958,1,22,P1,H1M22,9,8.146624167,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,958,1,23,P1,H1M23,9,8.146624167,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,964,6,3,P1,H6M3,9,8.197671167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,964,6,1,P1,H6M1,9,8.197671167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,985,6,13,P1,H6M13,9,8.376335667,III,VL,Lift,P,V
,,,,,,,,,,,,
115,985,6,26,P1,H6M26,9,8.376335667,I,VA,Lift,P,V
,,,,,,,,,,,,
115,988,6,2,P1,H6M2,9,8.401859167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,992,5,8,P1,H5M8,9,8.4358905,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,992,5,13,P1,H5M13,9,8.4358905,III,VL,Lift,P,V
,,,,,,,,,,,,
115,998,5,25,P1,H5M25,9,8.4869375,I,TR,Lift,P,V
,,,,,,,,,,,,
115,1002,5,21,P1,H5M21,9,8.520968833,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1002,5,22,P1,H5M22,9,8.520968833,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1005,5,23,P1,H5M23,9,8.546492333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1006,5,1,P1,H5M1,9,8.555000167,II,DL,Dgap,P,D
,,,,,,,,,,,,
115,1006,5,24,P1,H5M24,9,8.555000167,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1006,4,23,P1,H4M23,9,8.555000167,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,1007,4,21,P1,H4M21,9,8.563508,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,1007,4,22,P1,H4M22,9,8.563508,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,1007,5,28,P1,H5M28,9,8.563508,I,VO,Dgap,P,V
,,,,,,,,,,,,
115,1018,2,26,P1,H2M26,9,8.657094167,I,VA,Dgap,A,V
,,,,,,,,,,,,
115,1036,6,3,P1,H6M3,10,8.810235167,II,DL,Lift,P,D
,,,,,,,,,,,,
115,1041,6,1,P1,H6M1,10,8.852774333,II,DL,Lift,P,D
,,,,,,,,,,,,
115,1050,5,1,P1,H5M1,10,8.929344833,II,DL,Lift,P,D
,,,,,,,,,,,,
115,1054,5,13,P1,H5M13,10,8.963376167,III,VL,Lift,P,V
,,,,,,,,,,,,
115,1056,5,8,P1,H5M8,10,8.980391833,III,TR,Lift,P,TR
,,,,,,,,,,,,
115,1059,5,25,P1,H5M25,10,9.005915333,I,TR,Lift,P,V
,,,,,,,,,,,,
115,1061,1,21,P1,H1M21,10,9.022931,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,1061,1,22,P1,H1M22,10,9.022931,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,1061,1,23,P1,H1M23,10,9.022931,III,TR,Lift,A,TR
,,,,,,,,,,,,
115,1076,5,21,P1,H5M21,10,9.1505485,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1076,5,23,P1,H5M23,10,9.1505485,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1077,5,22,P1,H5M22,10,9.159056333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
115,1078,4,21,P1,H4M21,10,9.167564167,III,TR,Dgap,A,TR
,,,,,,,,,,,,
115,1078,4,22,P1,H4M22,10,9.167564167,III,TR,Dgap,A,TR
