Prep,Frame,H,M,Phase,Combo,Bout,Time,Class,Type,Moves,AComp,DComp
821,4255,2,21,S,H2M21,61,36.19586667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4255,2,22,S,H2M22,61,36.19586667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4255,2,23,S,H2M23,61,36.19586667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4255,2,26,S,H2M26,61,36.19586667,I,VA,NaN,A,V
,,,,,,,,,,,,
821,4255,3,2,S,H3M2,61,36.19586667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4257,3,24,S,H3M24,61,36.21288,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4266,1,8,S,H1M8,61,36.28944,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4271,2,13,S,H2M13,61,36.33197333,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4280,5,1,S,H5M1,61,36.40853333,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4285,2,12,S,H2M12,61,36.45106667,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4289,4,3,S,H4M3,61,36.48509333,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4297,1,3,S,H1M3,61,36.55314667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4350,2,3,S,H2M3,62,37.004,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4358,3,1,S,H3M1,62,37.07205333,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4361,1,21,S,H1M21,62,37.09757333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4361,1,22,S,H1M22,62,37.09757333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4361,1,23,S,H1M23,62,37.09757333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4366,6,8,S,H6M8,62,37.14010667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4367,3,13,S,H3M13,62,37.14861333,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4367,4,8,S,H4M8,62,37.14861333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4368,3,8,S,H3M8,62,37.15712,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4368,4,21,S,H4M21,62,37.15712,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4368,5,8,S,H5M8,62,37.15712,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4368,6,21,S,H6M21,62,37.15712,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4368,6,23,S,H6M23,62,37.15712,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4368,6,24,S,H6M24,62,37.15712,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4369,5,21,S,H5M21,62,37.16562667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4369,5,22,S,H5M22,62,37.16562667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4369,5,23,S,H5M23,62,37.16562667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4369,7,25,S,H7M25,62,37.16562667,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4370,2,8,S,H2M8,62,37.17413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4370,3,21,S,H3M21,62,37.17413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4370,3,22,S,H3M22,62,37.17413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4370,3,23,S,H3M23,62,37.17413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4370,5,24,S,H5M24,62,37.17413333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4370,4,22,S,H4M22,62,37.17413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4371,3,24,S,H3M24,62,37.18264,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4372,3,25,S,H3M25,62,37.19114667,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4372,3,28,S,H3M28,62,37.19114667,I,VO,NaN,A,V
,,,,,,,,,,,,
821,4372,6,25,S,H6M25,62,37.19114667,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4374,4,2,S,H4M2,62,37.20816,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4374,4,28,S,H4M28,62,37.20816,I,VO,NaN,A,V
,,,,,,,,,,,,
821,4380,2,2,S,H2M2,62,37.2592,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4384,3,2,S,H3M2,62,37.29322667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4385,2,21,S,H2M21,62,37.30173333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4385,2,23,S,H2M23,62,37.30173333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4385,2,24,S,H2M24,62,37.30173333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4386,2,12,S,H2M12,62,37.31024,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4392,2,22,S,H2M22,62,37.36128,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4429,1,4,S,H1M4,63,37.67602667,NaN,DL,NaN,A,D
,,,,,,,,,,,,
821,4470,7,13,S,H7M13,64,38.0248,III,VL,NaN,P,V
,,,,,,,,,,,,
821,4483,1,8,S,H1M8,64,38.13538667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4483,2,25,S,H2M25,64,38.13538667,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4483,7,2,S,H7M2,64,38.13538667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4485,2,13,S,H2M13,64,38.1524,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4485,1,21,S,H1M21,64,38.1524,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4485,1,22,S,H1M22,64,38.1524,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4485,1,23,S,H1M23,64,38.1524,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4486,7,25,S,H7M25,64,38.16090667,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4488,6,8,S,H6M8,64,38.17792,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4490,5,8,S,H5M8,64,38.19493333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4490,6,21,S,H6M21,64,38.19493333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4490,6,23,S,H6M23,64,38.19493333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4490,6,24,S,H6M24,64,38.19493333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4490,6,25,S,H6M25,64,38.19493333,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4490,6,28,S,H6M28,64,38.19493333,I,VO,NaN,P,V
,,,,,,,,,,,,
821,4490,2,8,S,H2M8,64,38.19493333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4490,4,8,S,H4M8,64,38.19493333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4491,5,21,S,H5M21,64,38.20344,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4491,5,22,S,H5M22,64,38.20344,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4491,5,23,S,H5M23,64,38.20344,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4491,5,24,S,H5M24,64,38.20344,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4491,4,21,S,H4M21,64,38.20344,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4491,3,8,S,H3M8,64,38.20344,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4491,4,22,S,H4M22,64,38.20344,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4492,5,28,S,H5M28,64,38.21194667,I,VO,NaN,P,V
,,,,,,,,,,,,
821,4492,4,25,S,H4M25,64,38.21194667,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4492,6,3,S,H6M3,64,38.21194667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4493,3,21,S,H3M21,64,38.22045333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4493,3,22,S,H3M22,64,38.22045333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4493,3,23,S,H3M23,64,38.22045333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4493,3,25,S,H3M25,64,38.22045333,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4493,5,2,S,H5M2,64,38.22045333,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4493,4,23,S,H4M23,64,38.22045333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4494,5,25,S,H5M25,64,38.22896,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4494,7,3,S,H7M3,64,38.22896,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4495,4,28,S,H4M28,64,38.23746667,I,VO,NaN,A,V
,,,,,,,,,,,,
821,4496,3,2,S,H3M2,64,38.24597333,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4498,2,26,S,H2M26,64,38.26298667,I,VA,NaN,A,V
,,,,,,,,,,,,
821,4501,4,2,S,H4M2,64,38.28850667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4512,2,4,S,H2M4,64,38.38208,NaN,DL,NaN,A,D
,,,,,,,,,,,,
821,4519,3,3,S,H3M3,64,38.44162667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4521,1,13,S,H1M13,64,38.45864,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4529,1,21,S,H1M21,64,38.52669333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4578,5,3,S,H5M3,65,38.94352,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4589,2,12,S,H2M12,65,39.03709333,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4607,2,8,S,H2M8,65,39.19021333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4610,2,3,S,H2M3,65,39.21573333,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4610,2,13,S,H2M13,65,39.21573333,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4610,1,22,S,H1M22,65,39.21573333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4612,6,2,S,H6M2,65,39.23274667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4616,6,23,S,H6M23,65,39.26677333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4616,6,24,S,H6M24,65,39.26677333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4616,6,8,S,H6M8,65,39.26677333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4617,7,25,S,H7M25,65,39.27528,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4618,6,21,S,H6M21,65,39.28378667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4619,5,8,S,H5M8,65,39.29229333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4619,5,21,S,H5M21,65,39.29229333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4619,5,22,S,H5M22,65,39.29229333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4619,5,23,S,H5M23,65,39.29229333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4619,4,8,S,H4M8,65,39.29229333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4619,4,21,S,H4M21,65,39.29229333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4620,3,8,S,H3M8,65,39.3008,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4620,5,24,S,H5M24,65,39.3008,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4620,5,25,S,H5M25,65,39.3008,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4620,4,22,S,H4M22,65,39.3008,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4621,4,25,S,H4M25,65,39.30930667,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4621,4,23,S,H4M23,65,39.30930667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4621,3,21,S,H3M21,65,39.30930667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4621,3,22,S,H3M22,65,39.30930667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4621,2,22,S,H2M22,65,39.30930667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4621,2,3,S,H2M3,65,39.30930667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4623,3,23,S,H3M23,65,39.32632,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4623,6,25,S,H6M25,65,39.32632,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4623,5,2,S,H5M2,65,39.32632,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4623,5,28,S,H5M28,65,39.32632,I,VO,NaN,P,V
,,,,,,,,,,,,
821,4623,4,28,S,H4M28,65,39.32632,I,VO,NaN,A,V
,,,,,,,,,,,,
821,4624,4,24,S,H4M24,65,39.33482667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4626,4,2,S,H4M2,65,39.35184,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4626,2,23,S,H2M23,65,39.35184,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4626,6,3,S,H6M3,65,39.35184,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4633,2,5,S,H2M5,65,39.41138667,I,DO,NaN,A,D
,,,,,,,,,,,,
821,4633,4,3,S,H4M3,65,39.41138667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4656,1,4,S,H1M4,66,39.60704,NaN,DL,NaN,A,D
,,,,,,,,,,,,
821,4681,1,3,S,H1M3,66,39.81970667,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4698,7,13,S,H7M13,66,39.96432,III,VL,NaN,P,V
,,,,,,,,,,,,
821,4699,7,2,S,H7M2,66,39.97282667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4704,7,26,S,H7M26,66,40.01536,I,VA,NaN,P,V
,,,,,,,,,,,,
821,4708,7,1,S,H7M1,66,40.04938667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4708,5,13,S,H5M13,66,40.04938667,III,VL,NaN,P,V
,,,,,,,,,,,,
821,4711,7,3,S,H7M3,66,40.07490667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4714,6,13,S,H6M13,66,40.10042667,III,VL,NaN,P,V
,,,,,,,,,,,,
821,4723,5,1,S,H5M1,66,40.17698667,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4728,7,8,S,H7M8,66,40.21952,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4728,7,25,S,H7M25,66,40.21952,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4732,6,8,S,H6M8,66,40.25354667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4739,6,21,S,H6M21,66,40.31309333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4739,6,23,S,H6M23,66,40.31309333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4739,6,24,S,H6M24,66,40.31309333,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4741,5,8,S,H5M8,66,40.33010667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4741,5,21,S,H5M21,66,40.33010667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4741,5,22,S,H5M22,66,40.33010667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4741,5,23,S,H5M23,66,40.33010667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4741,5,24,S,H5M24,66,40.33010667,III,TR,NaN,P,TR
,,,,,,,,,,,,
821,4741,4,8,S,H4M8,66,40.33010667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4742,4,21,S,H4M21,66,40.33861333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4742,4,23,S,H4M23,66,40.33861333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4742,6,28,S,H6M28,66,40.33861333,I,VO,NaN,P,V
,,,,,,,,,,,,
821,4743,3,8,S,H3M8,66,40.34712,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4743,4,22,S,H4M22,66,40.34712,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4743,5,25,S,H5M25,66,40.34712,I,TR,NaN,P,TR
,,,,,,,,,,,,
821,4744,4,24,S,H4M24,66,40.35562667,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4744,4,25,S,H4M25,66,40.35562667,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4745,2,8,S,H2M8,66,40.36413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4745,3,21,S,H3M21,66,40.36413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4745,3,22,S,H3M22,66,40.36413333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4746,5,28,S,H5M28,66,40.37264,I,VO,NaN,P,V
,,,,,,,,,,,,
821,4746,4,28,S,H4M28,66,40.37264,I,VO,NaN,A,V
,,,,,,,,,,,,
821,4746,6,3,S,H6M3,66,40.37264,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4746,5,2,S,H5M2,66,40.37264,II,DL,NaN,P,D
,,,,,,,,,,,,
821,4746,3,2,S,H3M2,66,40.37264,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4748,4,2,S,H4M2,66,40.38965333,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4748,5,26,S,H5M26,66,40.38965333,I,VA,NaN,P,V
,,,,,,,,,,,,
821,4752,2,26,S,H2M26,66,40.42368,I,VA,NaN,A,V
,,,,,,,,,,,,
821,4752,3,28,S,H3M28,66,40.42368,I,VO,NaN,A,V
,,,,,,,,,,,,
821,4752,3,23,S,H3M23,66,40.42368,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4755,1,8,S,H1M8,66,40.4492,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4755,2,23,S,H2M23,66,40.4492,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4755,3,25,S,H3M25,66,40.4492,I,TR,NaN,A,TR
,,,,,,,,,,,,
821,4755,3,5,S,H3M5,66,40.4492,I,DO,NaN,A,D
,,,,,,,,,,,,
821,4758,2,22,S,H2M22,66,40.47472,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4758,2,21,S,H2M21,66,40.47472,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4764,3,24,S,H3M24,66,40.52576,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4764,3,3,S,H3M3,66,40.52576,II,DL,NaN,A,D
,,,,,,,,,,,,
821,4766,2,24,S,H2M24,66,40.54277333,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4767,1,21,S,H1M21,66,40.55128,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4767,1,22,S,H1M22,66,40.55128,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4767,1,23,S,H1M23,66,40.55128,III,TR,NaN,A,TR
,,,,,,,,,,,,
821,4792,4,12,S,H4M12,67,40.76394667,III,VL,NaN,A,V
,,,,,,,,,,,,
821,4816,7,2,P1,H7M2,68,40.96810667,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4816,7,8,P1,H7M8,68,40.96810667,III,TR,Lift,P,TR
,,,,,,,,,,,,
821,4820,7,13,P1,H7M13,68,41.00213333,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4822,7,3,P1,H7M3,68,41.01914667,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4826,6,8,P1,H6M8,68,41.05317333,III,TR,Lift,P,TR
,,,,,,,,,,,,
821,4827,6,2,P1,H6M2,68,41.06168,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4831,6,3,P1,H6M3,68,41.09570667,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4831,7,28,P1,H7M28,68,41.09570667,I,VO,Lift,P,V
,,,,,,,,,,,,
821,4837,7,25,P1,H7M25,68,41.14674667,I,TR,Lift,P,TR
,,,,,,,,,,,,
821,4841,6,21,P1,H6M21,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4841,6,23,P1,H6M23,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4841,6,24,P1,H6M24,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4841,5,21,P1,H5M21,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4841,5,22,P1,H5M22,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4841,5,23,P1,H5M23,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4841,5,24,P1,H5M24,68,41.18077333,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4842,5,8,P1,H5M8,68,41.18928,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4843,5,26,P1,H5M26,68,41.19778667,I,VA,Dgap,P,V
,,,,,,,,,,,,
821,4843,6,25,P1,H6M25,68,41.19778667,I,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4845,4,8,P1,H4M8,68,41.2148,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4845,4,21,P1,H4M21,68,41.2148,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4845,4,23,P1,H4M23,68,41.2148,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4847,5,25,P1,H5M25,68,41.23181333,I,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4847,5,28,P1,H5M28,68,41.23181333,I,VO,Dgap,P,V
,,,,,,,,,,,,
821,4847,5,2,P1,H5M2,68,41.23181333,II,DL,Dgap,P,D
,,,,,,,,,,,,
821,4847,4,24,P1,H4M24,68,41.23181333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4847,3,8,P1,H3M8,68,41.23181333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4849,3,21,P1,H3M21,68,41.24882667,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4853,4,2,P1,H4M2,68,41.28285333,II,DL,Dgap,A,D
,,,,,,,,,,,,
821,4853,4,28,P1,H4M28,68,41.28285333,I,VO,Dgap,A,V
,,,,,,,,,,,,
821,4862,7,13,P1,H7M13,69,41.35941333,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4863,1,8,P1,H1M8,69,41.36792,III,TR,Lift,A,TR
,,,,,,,,,,,,
821,4863,2,8,P1,H2M8,69,41.36792,III,TR,Lift,A,TR
,,,,,,,,,,,,
821,4864,6,8,P1,H6M8,69,41.37642667,III,TR,Lift,P,TR
,,,,,,,,,,,,
821,4864,7,25,P1,H7M25,69,41.37642667,I,TR,Lift,P,TR
,,,,,,,,,,,,
821,4868,7,28,P1,H7M28,69,41.41045333,I,VO,Lift,P,V
,,,,,,,,,,,,
821,4869,1,4,P1,H1M4,69,41.41896,NaN,DL,Lift,A,D
,,,,,,,,,,,,
821,4869,2,3,P1,H2M3,69,41.41896,II,DL,Lift,A,D
,,,,,,,,,,,,
821,4869,4,3,P1,H4M3,69,41.41896,II,DL,Lift,A,D
,,,,,,,,,,,,
821,4873,5,3,P1,H5M3,69,41.45298667,II,DL,Dgap,P,D
,,,,,,,,,,,,
821,4873,5,13,P1,H5M13,69,41.45298667,III,VL,Dgap,P,V
,,,,,,,,,,,,
821,4873,6,3,P1,H6M3,69,41.45298667,II,DL,Dgap,P,D
,,,,,,,,,,,,
821,4875,6,28,P1,H6M28,69,41.47,I,VO,Dgap,P,V
,,,,,,,,,,,,
821,4875,6,25,P1,H6M25,69,41.47,I,TR,Dgap,P,TR
,,,,,,,,,,,,
821,4875,2,13,P1,H2M13,69,41.47,III,VL,Dgap,A,V
,,,,,,,,,,,,
821,4877,2,21,P1,H2M21,69,41.48701333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4877,2,22,P1,H2M22,69,41.48701333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4877,2,23,P1,H2M23,69,41.48701333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,4878,4,12,P1,H4M12,69,41.49552,III,VL,Dgap,A,V
,,,,,,,,,,,,
821,4878,2,12,P1,H2M12,69,41.49552,III,VL,Dgap,A,V
,,,,,,,,,,,,
821,4882,3,13,P1,H3M13,69,41.52954667,III,VL,Dgap,A,V
,,,,,,,,,,,,
821,4882,3,12,P1,H3M12,69,41.52954667,III,VL,Dgap,A,V
,,,,,,,,,,,,
821,4882,6,2,P1,H6M2,69,41.52954667,II,DL,Dgap,P,D
,,,,,,,,,,,,
821,4884,5,26,P1,H5M26,69,41.54656,I,VA,Dgap,P,V
,,,,,,,,,,,,
821,4905,5,13,P1,H5M13,70,41.7252,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4926,4,13,P1,H4M13,70,41.90384,III,VL,Lift,A,V
,,,,,,,,,,,,
821,4949,6,3,P1,H6M3,71,42.09949333,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4949,6,2,P1,H6M2,71,42.09949333,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4949,6,13,P1,H6M13,71,42.09949333,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4949,7,13,P1,H7M13,71,42.09949333,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4949,6,8,P1,H6M8,71,42.09949333,III,TR,Lift,P,TR
,,,,,,,,,,,,
821,4949,5,26,P1,H5M26,71,42.09949333,I,VA,Lift,P,V
,,,,,,,,,,,,
821,4951,5,13,P1,H5M13,71,42.11650667,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4961,1,8,P1,H1M8,71,42.20157333,III,TR,Lift,A,TR
,,,,,,,,,,,,
821,4967,1,21,P1,H1M21,71,42.25261333,III,TR,Lift,A,TR
,,,,,,,,,,,,
821,4976,1,3,P1,H1M3,71,42.32917333,II,DL,Lift,A,D
,,,,,,,,,,,,
821,4979,4,12,P1,H4M12,71,42.35469333,III,VL,Lift,A,V
,,,,,,,,,,,,
821,4995,6,3,P1,H6M3,72,42.4908,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4995,6,2,P1,H6M2,72,42.4908,II,DL,Lift,P,D
,,,,,,,,,,,,
821,4995,6,13,P1,H6M13,72,42.4908,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4995,6,8,P1,H6M8,72,42.4908,III,TR,Lift,P,TR
,,,,,,,,,,,,
821,4998,5,13,P1,H5M13,72,42.51632,III,VL,Lift,P,V
,,,,,,,,,,,,
821,4998,5,26,P1,H5M26,72,42.51632,I,VA,Lift,P,V
,,,,,,,,,,,,
821,5001,3,21,P1,H3M21,72,42.54184,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5001,3,22,P1,H3M22,72,42.54184,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5001,2,21,P1,H2M21,72,42.54184,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5004,2,23,P1,H2M23,72,42.56736,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5004,2,8,P1,H2M8,72,42.56736,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5004,3,23,P1,H3M23,72,42.56736,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5004,4,21,P1,H4M21,72,42.56736,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5007,2,22,P1,H2M22,72,42.59288,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5009,4,1,P1,H4M1,72,42.60989333,II,DL,Dgap,A,D
,,,,,,,,,,,,
821,5009,3,24,P1,H3M24,72,42.60989333,III,TR,Dgap,A,TR
,,,,,,,,,,,,
821,5009,6,28,P1,H6M28,72,42.60989333,I,VO,Dgap,P,V
,,,,,,,,,,,,
821,5010,5,21,P1,H5M21,72,42.6184,III,TR,Dgap,P,TR
,,,,,,,,,,,,
821,5010,5,8,P1,H5M8,72,42.6184,III,TR,Dgap,P,TR
,,,,,,,,,,,,
